"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
338,"Larsen 2007","https://www.ncbi.nlm.nih.gov/pubmed/17365992","with Perpetrator (Ketoconazole)","Digoxin","Ketoconazole","PO","PO","Reversible_Inhibition","Serum",1.09183673469388,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","24","96","120","h",1,NA,"200",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
2036,"Kim 2018","https://www.ncbi.nlm.nih.gov/pubmed/28877336","Midazolam + Rifampicin Male","Midazolam","Rifampicin","IV","PO","Induction","Plasma",1.15,"geom. Mean (GMR)","1.025 - 1.275","90% CI",NA,NA,NA,NA,"0","inf","216","inf","h",2.5,"Cave! Different dose treatment vs control. Ratios calculated as reported Ratio*Dose(under Rif coadmin)/Dose(control).","600",NA,"mg","PO","S0-T24-R10","h","MD OD (10 days)","MD, q.d. for 10 days","rifampicin","oral formulation",NA,NA,NA,NA,NA,NA,NA
2039,"Kim 2018","https://www.ncbi.nlm.nih.gov/pubmed/28877336","Midazolam + Rifampicin Female","Midazolam","Rifampicin","IV","PO","Induction","Plasma",1.225,"geom. Mean (GMR)","1.15 - 1.325","90% CI",NA,NA,NA,NA,"0","inf","216","inf","h",2.5,"Cave! Different dose treatment vs control. Ratios calculated as reported Ratio*Dose(under Rif coadmin)/Dose(control).","600",NA,"mg","PO","S0-T24-R10","h","MD OD (10 days)","MD, q.d. for 10 days","rifampicin","oral formulation",NA,NA,NA,NA,NA,NA,NA
354,"Markert 2013","https://www.ncbi.nlm.nih.gov/pubmed/23748747","with Perpetrator (Clarithromycin)","Midazolam","Clarithromycin","PO","PO","Mechanism_based_Inactivation","Plasma",5.55555555555556,"geo. Mean?","4.76190476190476-6.66666666666667",NA,NA,NA,NA,NA,"0","inf","72.25","inf","h",NA,"from metabolic clearance ratio","500",NA,"mg","PO","(S-0,T-12,R-8)","h","MD BID (4 days)","MD",NA,"Klacid Pro",NA,NA,NA,NA,NA,NA,NA
362,"Okudaira 2007","https://www.ncbi.nlm.nih.gov/pubmed/17585116","EM 2 with Perpetrator (Erythromycin)","Midazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",1.16,"arith. mean","0.45","arith. SD",0.909090909090909,"Approx. Avg",NA,NA,"0","25","25","73","h",NA,"Reported values in the paper are dose-normalized; the values given here refer to the absolute doses and are not dose-normalized","200",NA,"mg","PO","0-5-10.5-15-24-29-34.5-39","h","MD QID (2 days)","MD","erythromycin","Erythrocin Dainippon Pharmaceutical Co",NA,150,NA,"Fed",NA,NA,"standardized light breakfast at 07:20am"
363,"Okudaira 2007","https://www.ncbi.nlm.nih.gov/pubmed/17585116","EM 4 with Perpetrator (Erythromycin)","Midazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",1.69,"arith. mean","0.8","arith. SD",1.2,"Approx. Avg",NA,NA,"0","25","73","145","h",NA,"Reported values in the paper are dose-normalized; the values given here refer to the absolute doses and are not dose-normalized","200",NA,"mg","PO","0-5-10.5-15-24-29-34.5-39-48-53-58.5-63-72-77-82.5-87","h","MD QID (4 days)","MD","erythromycin","Erythrocin Dainippon Pharmaceutical Co",NA,150,NA,"Fed",NA,NA,"standardized light breakfast at 07:20am"
364,"Okudaira 2007","https://www.ncbi.nlm.nih.gov/pubmed/17585116","EM 7 with Perpetrator (Erythromycin)","Midazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",1.69,"arith. mean","0.7","arith. SD",1.17272727272727,"Approx. Avg",NA,NA,"0","25","145","inf","h",NA,"Reported values in the paper are dose-normalized; the values given here refer to the absolute doses and are not dose-normalized","200",NA,"mg","PO","0-5-10.5-15-24-29-34.5-39-48-53-58.5-63-72-77-82.5-87-96-101-106.5-111-120-125-130.5-135-144-149-154.5-159","h","MD QID (7 days)","MD","erythromycin","Erythrocin Dainippon Pharmaceutical Co",NA,150,NA,"Fed",NA,NA,"standardized light breakfast at 07:20am"
366,"Olkkola 1993","https://www.ncbi.nlm.nih.gov/pubmed/8453848","po with Perpetrator (Erythromycin)","Midazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",4.067402,"geo. Mean","0.71-12.0","Range",2.7,"Approx. Avg",NA,NA,"0","inf","128","inf","h",NA,"Individual AUC ratios extracted from Fig. 5, the geometric mean value listed here as calculated based on the extracted values","500",NA,"mg","PO","(S0-T8-R16)-126-136-144-152-160","h","MD TID (7 days)","three times a day","erythromycin base","Etromycin, 500 mg enterotablet, Orion Pharmaceutical Company Ltd.",NA,200,NA,NA,NA,NA,NA
368,"Olkkola 1993","https://www.ncbi.nlm.nih.gov/pubmed/8453848","iv with Perpetrator (Erythromycin)","Midazolam","Erythromycin","IV","PO","Mechanism_based_Inactivation","Plasma",1.961934,"geo. Mean","1.30-2.48","Range",NA,NA,NA,NA,"0","inf","128","inf","h",NA,"Individual AUC ratios extracted from Fig. 5, the geometric mean value listed here as calculated based on the extracted values","500",NA,"mg","PO","(S0-T8-R16)-126-136-144-152-160","h","MD TID (7 days)","three times a day","erythromycin base","Etromycin, 500 mg enterotablet, Orion Pharmaceutical Company Ltd.",NA,200,NA,NA,NA,NA,NA
370,"Olkkola 1994","https://www.ncbi.nlm.nih.gov/pubmed/8181191","po with Perpetrator (Itraconazole)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",10.8,"arith. mean",NA,NA,3.4,"arith. Mean",NA,NA,"0","inf","73","inf","h",NA,NA,"200",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD","itraconazole","Sporanox, Orion",NA,NA,NA,"Fasted","2","5",NA
371,"Olkkola 1994","https://www.ncbi.nlm.nih.gov/pubmed/8181191","po with Perpetrator (Ketoconazole","Midazolam","Ketoconazole","PO","PO","Reversible_Inhibition","Plasma",15.9,"arith. mean",NA,NA,4.1,"arith. Mean",NA,NA,"0","inf","73","inf","h",NA,NA,"400",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD","ketoconazole","Nizoral, Orion",NA,NA,NA,"Fasted","2","5",NA
377,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 1 (po) with Perpetrator (Itraconazole)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",3.4,"arith. mean",NA,NA,1.8,"arith. Mean",NA,NA,"0","inf","2","74","h",NA,NA,"200",NA,"mg","PO","0","h","SD","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 4 (iv) with Perpetrator (Itraconazole)","Midazolam","Itraconazole","IV","PO","Reversible_Inhibition","Plasma",3.2258064516129,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","74","122","h",NA,NA,"200",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
379,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 6 (po) with Perpetrator (Itraconazole)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",6.6,"arith. mean",NA,NA,2.5,"arith. Mean",NA,NA,"0","inf","122","inf","h",NA,NA,"200",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 1 (po) with Perpetrator (Fluconazole)","Midazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",2.5,"arith. mean",NA,NA,2.5,"arith. Mean",NA,NA,"0","inf","2","inf","h",NA,NA,"400",NA,"mg","PO","0","h","SD","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
381,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 4 (iv) with Perpetrator (Fluconazole)","Midazolam","Fluconazole","IV","PO","Reversible_Inhibition","Plasma",2.04081632653061,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","74","inf","h",NA,NA,"400/200",NA,"mg","PO","400: 0, 200: 24-48-72","h","MD OD (4 days)","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"Olkkola 1996","https://www.ncbi.nlm.nih.gov/pubmed/8623953","day 6 (po) with Perpetrator (Fluconazole)","Midazolam","Fluconazole","PO","PO","Reversible_Inhibition","Plasma",3.6,"arith. mean",NA,NA,1.7,"arith. Mean",NA,NA,"0","inf","122","inf","h",NA,NA,"400/200",NA,"mg","PO","400: 0, 200: 24-48-72-96-120","h","MD OD (6 days)","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"Link 2008","https://www.ncbi.nlm.nih.gov/pubmed/18537963","iv with Perpetrator (Rifampicin)","Midazolam","Rifampicin","IV","PO","Induction","Plasma",0.6550079491,"Approx. Median",NA,NA,1.1059602649,"Approx. Median",NA,NA,"0","inf","144","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD","rifampicin","Rimactan®, 600 mg coated tablet, Medika AG,",NA,NA,"in the morning",NA,NA,NA,NA
391,"Phimmasone 2001","https://www.ncbi.nlm.nih.gov/pubmed/11753266","with Perpetrator (Rifampicin)","Alfentanil","Rifampicin","IV","PO","Induction","Plasma",0.55,"arith. mean",NA,NA,NA,NA,NA,NA,"0","inf","107","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96","h","MD OD (5 days)","MD","rifampin",NA,NA,NA,"in the evening",NA,NA,NA,NA
344,"Link 2008","https://www.ncbi.nlm.nih.gov/pubmed/18537963","po with Perpetrator (Rifampicin)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.01554907677,"Approx. Median",NA,NA,0.034865293,"Approx. Median",NA,NA,"0","inf","144","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD","rifampicin","Rimactan®, 600 mg coated tablet, Medika AG,",NA,NA,"in the morning",NA,NA,NA,NA
389,"Phimmasone 2001","https://www.ncbi.nlm.nih.gov/pubmed/11753266","with Perpetrator (Rifampicin)","Midazolam","Rifampicin","IV","PO","Induction","Plasma",0.51,"arith. mean",NA,NA,NA,NA,NA,NA,"0","inf","106","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96","h","MD OD (5 days)","MD","rifampin",NA,NA,NA,"in the evening",NA,NA,NA,NA
1098,"Prueksaritanont 2017","https://www.ncbi.nlm.nih.gov/pubmed/27943276","Midazolam in microdosecocktail + Rifampin","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.94,"Geom. mean","0.66 - 1.35","90% CI",1.3,"Geom. mean","1.16 - 1.46","90% CI","0","inf","0","inf","h",1,"Also available: ratio for AUC(0-last): geom. Mean (GMR) (90% CI) in pg*h/ml: 0.86 (0.62 - 1.20)","600",NA,"mg","PO","0","h","SD","SD","rifampin","USP 300 mg capsules",NA,NA,NA,NA,NA,NA,NA
396,"Reitman 2011","https://www.ncbi.nlm.nih.gov/pubmed/21191377","Week 0 after Perpetrator (Rifampicin)","Digoxin","Rifampicin","PO","PO","Induction","Plasma",1.462,"arith. mean",NA,NA,1.49,"arith. mean",NA,NA,"1321","inf","649","817","h",1,"Week 4 as Control","600",NA,"mg","PO","S0-T24-R28","h","MD OD (28 days)",NA,NA,"Rifadin (2x 300mg)",NA,NA,"Rifadin 2x 300 mg (Merrel)","Fasted",NA,NA,NA
397,"Reitman 2011","https://www.ncbi.nlm.nih.gov/pubmed/21191377","Week 1 after Perpetrator (Rifampicin)","Digoxin","Rifampicin","PO","PO","Induction","Plasma",0.683,"arith. mean",NA,NA,0.693,"arith. mean",NA,NA,"1321","inf","817","985","h",1,"Week 4 as Control","600",NA,"mg","PO","S0-T24-R28","h","MD OD (28 days)",NA,NA,"Rifadin (2x 300mg)",NA,NA,"Rifadin 2x 300 mg (Merrel)","Fasted",NA,NA,NA
398,"Reitman 2011","https://www.ncbi.nlm.nih.gov/pubmed/21191377","Week 2 after Perpetrator (Rifampicin)","Digoxin","Rifampicin","PO","PO","Induction","Plasma",0.977,"arith. mean",NA,NA,0.876,"arith. mean",NA,NA,"1321","inf","985","1321","h",1,"Week 4 as Control","600",NA,"mg","PO","S0-T24-R28","h","MD OD (28 days)",NA,NA,"Rifadin (2x 300mg)",NA,NA,"Rifadin 2x 300 mg (Merrel)","Fasted",NA,NA,NA
401,"Saari 2006","https://www.ncbi.nlm.nih.gov/pubmed/16580904","po with Perpetrator (Voriconazole)","Midazolam","Voriconazole","PO","PO",NA,"Plasma",9.85,"geo. Mean","8.23-11.79","90% CI",3.56,"geo. Mean","2.85-4.44","90% CI","0","inf","37","inf","h",NA,NA,"400/200",NA,"mg","PO","400mg: 0-12, 200mg: 24-36","h","MD BID (2 days), with first dose as loading dose","MD","voriconazole","Vfend tablet Pfizer",NA,150,"The last dose of voriconazole was given at 8 AM with 150 mL of water","Fasted","11","5",NA
404,"Saari 2006","https://www.ncbi.nlm.nih.gov/pubmed/16580904","iv with Perpetrator (Voriconazole)","Midazolam","Voriconazole","IV","PO",NA,"Plasma",3.61,"geo. Mean","3.20-4.08","90% CI",NA,NA,NA,NA,"0","inf","37","inf","h",NA,NA,"400/200",NA,"mg","PO","400mg: 0-12, 200mg: 24-36","h","MD BID (2 days), with first dose as loading dose","MD","voriconazole","Vfend tablet Pfizer",NA,150,"The last dose of voriconazole was given at 8 AM with 150 mL of water","Fasted","11","5",NA
420,"Swart 2002","https://www.ncbi.nlm.nih.gov/pubmed/11851636 ","day 10 Control with Perpetrator (Erythromycin)","Midazolam","Erythromycin","IV","PO","Mechanism_based_Inactivation","Plasma",1.597786,"geo. Mean","0.872-3.0","Range",NA,NA,NA,NA,"0","inf","96","inf","h",NA,"according to the methods section, AUC was calculated, but data are not given in text or tables.","500",NA,"mg","PO","(S0-T6-R20)","h","MD QID (5 days)","erythromycin was taken 4 times per day, but timing was not specified. A fixed dose interval oh tau=6h was assumed. Midazolam and lignocaine were co-administered with erythromycin.",NA,"Capsule",NA,200,"2x 100-mg itraconazole capsules with coated sugar spheres",NA,NA,NA,NA
392,"Reitman 2011","https://www.ncbi.nlm.nih.gov/pubmed/21191377","Week 0 after Perpetrator (Rifampicin)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.123,"arith. mean",NA,NA,0.162,"arith. mean",NA,NA,"1320","inf","648","816","h",1,"Week 4 as Control","600",NA,"mg","PO","S0-T24-R28","h","MD OD (28 days)",NA,NA,"Rifadin (2x 300mg)",NA,NA,"Rifadin 2x 300 mg (Merrel)","Fasted",NA,NA,NA
424,"Templeton 2010","https://www.ncbi.nlm.nih.gov/pubmed/20739919","with Perpetrator (Itraconazole @ 50 mg)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",2,"arith. Mean","0.6","arith. SD",NA,NA,NA,NA,"0","inf","4","inf","h",NA,NA,"50",NA,"mg","PO","0","h","SD","SD",NA,"Oral solution",NA,NA,NA,"Fasted",NA,"0.5","wrt. administration of midazolam"
425,"Templeton 2010","https://www.ncbi.nlm.nih.gov/pubmed/20739919","with Perpetrator (Itraconazole @ 200 mg)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",4.7,"arith. Mean","1.4","arith. SD",NA,NA,NA,NA,"0","inf","4","inf","h",NA,NA,"200",NA,"mg","PO","0","h","SD","SD",NA,"Oral solution",NA,NA,NA,"Fasted",NA,"0.5","wrt. administration of midazolam"
426,"Templeton 2010","https://www.ncbi.nlm.nih.gov/pubmed/20739919","with Perpetrator (Itraconazole @ 400 mg)","Midazolam","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",5.4,"arith. Mean","1.5","arith. SD",NA,NA,NA,NA,"0","inf","4","inf","h",NA,NA,"400",NA,"mg","PO","0","h","SD","SD",NA,"Oral solution",NA,NA,NA,"Fasted",NA,"0.5","wrt. administration of midazolam"
428,"Tham 2006","https://www.ncbi.nlm.nih.gov/pubmed/16628140","with Perpetrator (Ketoconazole 50 mg)","Midazolam","Ketoconazole","IV","PO","Reversible_Inhibition","Plasma",1.58823529411765,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","47","inf","h",NA,NA,"200",NA,"mg","PO","0-12-24-36-48-60","h","MD BID (3 days)","MD","ketoconazole","Janssen Cilag",NA,NA,"at 8am and 8pm",NA,NA,NA,NA
469,"Yeates 1996","http://www.ncbi.nlm.nih.gov/pubmed/8880291","with Perpetrator (Clarithromycin)","Midazolam","Clarithromycin","PO","PO","Mechanism_based_Inactivation","Plasma",3.57157209451857,"Approx. Avg",NA,NA,2.43997919105215,"Approx. CmaxR",NA,NA,"0","inf","97.5","inf","h",NA,NA,"250",NA,"mg","PO","(S-0,T-12-R-10)","h","MD BID (5 days)","MD BID",NA,"Klacid tabelts",NA,NA,"Kacid tablets from Abbot","Fasted",NA,"2",NA
471,"Zimmermann 1996","https://www.ncbi.nlm.nih.gov/pubmed/8720318","with Perpetrator (Erythromycin)","Midazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",3.81371928411118,"Approx. Avg",NA,NA,2.7114383459765,"Approx. CmaxR",NA,NA,"0","inf","97.5","inf","h",NA,NA,"500",NA,"mg","PO","(S-0,T-8-R-15)","h","MD TID (3 days)","MD TID",NA,"Zithromax",NA,100,"Zitrhromax Pfizer","Fasted","10","3.5",NA
571,"Iwamoto 2008","https://www.ncbi.nlm.nih.gov/pubmed/18513146","Study I, Period 2 (ATV treatment)","Raltegravir","Atazanavir","PO","PO","Reversible_Inhibition","Plasma",1.72,"geo. Mean","1.47-2.02","90% CI",1.53,"geo. Mean","1.11-2.12","90% CI","0","inf","144","inf","h",NA,NA,"400",NA,"mg","PO","0-24-48-72-96-120-144-168-192","h","MD OD (9 days)","MD QD",NA,NA,NA,NA,NA,"Fed",NA,NA,NA
573,"Neely 2010","https://www.ncbi.nlm.nih.gov/pubmed/20823282","Study arm B (Raltegravir 400mg OD + Atazanavir 400 mg OD)","Raltegravir","Atazanavir","PO","PO","Reversible_Inhibition","Plasma",1.72,"geo. Mean","0.79-3.75","90% CI",1.37,"geo. Mean","0.62-3.02","90% CI","168","180","168","192","h",NA,NA,"400",NA,"mg","PO","0-24-48-72-96-120-144-168","h","MD OD (8 days)","MD QD",NA,NA,NA,NA,"Capsule","Semifasted","1","2",NA
575,"Krishna 2016","https://www.ncbi.nlm.nih.gov/pubmed/27696440","Period 2, Day 7 (1200 mg raltegravir SD with OD doses of 400 mg ATV)","Raltegravir","Atazanavir","PO","PO","Reversible_Inhibition","Plasma",1.67,"geo. Mean","1.34-2.10","90% CI",1.16,"geo. Mean","1.01-1.33","90% CI","0","inf","144","inf","h",NA,NA,"400",NA,"mg","PO","0-24-48-72-96-120-144-168-192","h","MD OD (9 days)","MD QD",NA,NA,NA,NA,NA,"Fed",NA,NA,"standard moderate-fat breakfast"
579,"Zhu 2010","https://www.ncbi.nlm.nih.gov/pubmed/21149917","Raltegravir 400 mg twice daily plus atazanavir 300 mg twice daily","Raltegravir","Atazanavir","PO","PO","Reversible_Inhibition","Plasma",1.536,"geo. Mean","1.135-2.081","90% CI",1.394,"geo. Mean","0.990-1.964","90% CI","96","108","600","612","h",NA,NA,"400",NA,"mg","PO","288-300-312-324-336-348-360-372-384-396-408-420-432-444-456-468-480-492-504-516-528-540-552-564-576-588-600-612","h","MD BID (14 days)","MD BID","Atazanavir sulfate","Reyataz® Bristol-Myers Squibb",NA,NA,NA,"Fed",NA,NA,"light meal (277 kcal)"
642,"Kasichayanula 2013a","https://www.ncbi.nlm.nih.gov/pubmed/23061428","Study 2: with Perpetrator (Mefenamic Acid)","Dapagliflozin","Mefenamic Acid","PO","PO","Reversible_Inhibition","Plasma",1.51,"geo. Mean","1.44-1.58","90% CI",1.13,"geo. Mean","1.03-1.24","90% CI","0","inf","24","inf","h",NA,NA,"500 / 250",NA,"mg","PO","0-6-12-18-24-(S-30,T-6,R-11)","h","MD QID (4 days), with first dose ad loading dose","first dose 500, then 250 mg",NA,NA,NA,NA,NA,"Fed/Fasted",NA,NA,"24h hour dose fasted, other fed"
643,"Kasichayanula 2013a","https://www.ncbi.nlm.nih.gov/pubmed/23061428","Study 1: with Perpetrator (Rifampicin)","Dapagliflozin","Rifampicin","PO","PO","Induction","Plasma",0.78,"geo. Mean","0.73-0.83","90% CI",0.93,"geo. Mean","0.78-1.11","90% CI","0","inf","120","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120-144-168-192-216","h","MD OD (10 days)","OD",NA,NA,NA,NA,NA,NA,NA,NA,NA
757,"Phillips 1986","https://www.ncbi.nlm.nih.gov/pubmed/3771812","Triazolam after 3 days of erythromycin","Triazolam","Erythromycin","PO","PO","Mechanism_based_Inactivation","Plasma",2.059701,"Approx. Avg",NA,NA,1.464286,"Approx. Avg",NA,NA,"0","inf","64","inf","h",NA,"Time of triazolam administration relative to erythromycin administration not reported, both drugs were assumed to be taken at the same time","333",NA,"mg","PO","0-8-16-24-32-40-48-56-64","h","MD TID (3 days)","MD TID",NA,"E-Mycin",NA,NA,NA,NA,NA,NA,NA
761,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Grapefruit coadmin sequential","Alfentanil","Grapefruit juice","IV","PO",NA,"Plasma",1,"Geom. mean","0.9-1.0","90% CI",NA,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"8",NA,"oz","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Ketoconazole coadmin sequential","Alfentanil","Ketoconazole","IV","PO","Reversible_Inhibition","Plasma",2.4,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","inf","60","inf","h",NA,"calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control)","400",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
763,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Rifampin coadmin sequential","Alfentanil","Rifampicin","IV","PO","Induction","Plasma",0.4,"Geom. mean","0.3-0.4","90% CI",NA,NA,NA,NA,"0","24","108","132","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
765,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Grapefruit coadmin simultaneous","Alfentanil","Grapefruit juice","IV","PO",NA,"Plasma",1.2,"Geom. mean","1.1-1.2","90% CI",NA,NA,NA,NA,"0","inf","24","inf","h",NA,NA,"8",NA,"oz","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Ketoconazole coadmin simultaneous","Alfentanil","Ketoconazole","IV","PO","Reversible_Inhibition","Plasma",2.5,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","inf","84","inf","h",NA,"calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control)","400",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
767,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil IV Rifampin coadmin simultaneous","Alfentanil","Rifampicin","IV","PO","Induction","Plasma",0.4,"Geom. mean","0.2-0.7","90% CI",NA,NA,NA,NA,"24","inf","132","inf","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
769,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil PO Grapefruit coadmin sequential","Alfentanil","Grapefruit juice","PO","PO",NA,"Plasma",1.7,"Geom. mean","1.5-1.7","90% CI",NA,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"8",NA,"oz","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil PO Ketoconazole coadmin sequential","Alfentanil","Ketoconazole","PO","PO","Reversible_Inhibition","Plasma",2.3,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","inf","63","inf","h",NA,"calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control)","400",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
771,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil PO Rifampin coadmin sequential","Alfentanil","Rifampicin","PO","PO","Induction","Plasma",0.06,"Geom. mean","0.05-0.07","90% CI",NA,NA,NA,NA,"0","21","111","132","h",1,NA,"600",NA,"mg","PO","0-24-48-72-96-120","h","MD OD (6 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
773,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil PO Grapefruit coadmin simultaneous","Alfentanil","Grapefruit juice","PO","PO",NA,"Plasma",2.2,"Geom. mean","1.9-2.5","90% CI",NA,NA,NA,NA,"0","inf","21","inf","h",NA,NA,"8",NA,"oz","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,"Kharasch 2011b","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3584707/","Alfentanil PO Ketoconazole coadmin simultaneous","Alfentanil","Ketoconazole","PO","PO","Reversible_Inhibition","Plasma",3,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","inf","84","inf","h",NA,"calculated as reported AUCR*Dose(under Keto coadmin)/Dose(control)","400",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD QD",NA,NA,NA,NA,NA,NA,NA,NA,NA
